PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCPROP] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED PROPERTY,-,-,-,-,FRONTIER REAL ESTATE INVESTMENT CORP.,-,8964 JP,-,,305,"$243,399",0.08%,
LISTED PROPERTY,-,-,-,-,MORI HILLS REIT INVESTMENT CORP.,-,3234 JP,-,,189,"$240,636",0.08%,
LISTED PROPERTY,-,-,-,-,"AMERICAN ASSETS TRUST, INC.",-,AAT US,-,,"5,638","$239,113",0.08%,
LISTED PROPERTY,-,-,-,-,HOMECO DAILY NEEDS REIT,-,HDN AU,-,,"206,726","$236,702",0.08%,
LISTED PROPERTY,-,-,-,-,AMOT INVESTMENTS LTD.,-,AMOT IT,-,,"25,772","$235,788",0.08%,
LISTED PROPERTY,-,-,-,-,"COMFORIA RESIDENTIAL REIT, INC.",-,3282 JP,-,,82,"$234,078",0.08%,
LISTED PROPERTY,-,-,-,-,GRAND CITY PROPERTIES SA,-,GYC GR,-,,"11,820","$232,280",0.08%,
LISTED PROPERTY,-,-,-,-,CENTERSPACE,-,CSR US,-,,"2,126","$227,169",0.08%,
LISTED PROPERTY,-,-,-,-,HUFVUDSTADEN AB,-,HUFVA SS,-,,"12,824","$227,005",0.08%,
LISTED PROPERTY,-,-,-,-,DEUTSCHE WOHNEN SE,-,DWNI GR,-,,"5,888","$226,996",0.08%,
LISTED PROPERTY,-,-,-,-,GOODMAN PROPERTY TRUST,-,GMT NZ,-,,"124,757","$226,907",0.08%,
LISTED PROPERTY,-,-,-,-,ESR-REIT,-,EREIT SP,-,,"738,170","$222,855",0.08%,
LISTED PROPERTY,-,-,-,-,SHURGARD SELF STORAGE LTD.,-,SHUR BB,-,,"3,658","$219,352",0.08%,
LISTED PROPERTY,-,-,-,-,"KENNEDY-WILSON HOLDINGS, INC.",-,KW US,-,,"13,463","$217,220",0.08%,
LISTED PROPERTY,-,-,-,-,"PIEDMONT OFFICE REALTY TRUST, INC.",-,PDM US,-,,"14,625","$216,133",0.08%,
LISTED PROPERTY,-,-,-,-,"HULIC REIT, INC.",-,3295 JP,-,,152,"$214,094",0.07%,
LISTED PROPERTY,-,-,-,-,DAIWA SECURITIES LIVING INVESTMENTS CORP.,-,8986 JP,-,,232,"$212,744",0.07%,
LISTED PROPERTY,-,-,-,-,"EASTERLY GOVERNMENT PROPERTIES, INC.",-,DEA US,-,,"11,521","$211,390",0.07%,
LISTED PROPERTY,-,-,-,-,BWP TRUST,-,BWP AU,-,,"64,317","$210,961",0.07%,
LISTED PROPERTY,-,-,-,-,NTT UD REIT INVESTMENT CORP.,-,8956 JP,-,,170,"$208,973",0.07%,
LISTED PROPERTY,-,-,-,-,SUPERMARKET INCOME REIT PLC,-,SUPR LN,-,,"150,071","$206,723",0.07%,
LISTED PROPERTY,-,-,-,-,PARKWAY LIFE REAL ESTATE INVESTMENT TRUST,-,PREIT SP,-,,"46,535","$206,604",0.07%,
LISTED PROPERTY,-,-,-,-,MITSUBISHI ESTATE LOGISTICS REIT INVESTMENT CORP.,-,3481 JP,-,,58,"$205,026",0.07%,
LISTED PROPERTY,-,-,-,-,XIOR STUDENT HOUSING NV,-,XIOR BB,-,,"4,045","$200,562",0.07%,
LISTED PROPERTY,-,-,-,-,NETSTREIT CORP.,-,NTST US,-,,"8,738","$199,698",0.07%,
LISTED PROPERTY,-,-,-,-,PRIMARIS REAL ESTATE INVESTMENT TRUST,-,PMZU CN,-,,"11,454","$198,983",0.07%,
LISTED PROPERTY,-,-,-,-,EUROCOMMERCIAL PROPERTIES NV,-,ECMPA NA,-,,"5,151","$191,263",0.07%,
LISTED PROPERTY,-,-,-,-,"MORI TRUST REIT, INC.",-,8961 JP,-,,301,"$190,392",0.07%,
LISTED PROPERTY,-,-,-,-,MERCIALYS SA,-,MERY FP,-,,"11,187","$189,151",0.07%,
LISTED PROPERTY,-,-,-,-,CROMBIE REAL ESTATE INVESTMENT TRUST,-,CRRU CN,-,,"12,694","$188,313",0.07%,
LISTED PROPERTY,-,-,-,-,WAYPOINT REIT LTD.,-,WPR AU,-,,"80,315","$187,135",0.07%,
LISTED PROPERTY,-,-,-,-,DAIWA OFFICE INVESTMENT CORP.,-,8976 JP,-,,64,"$185,902",0.06%,
LISTED PROPERTY,-,-,-,-,INTERRENT REAL ESTATE INVESTMENT TRUST,-,IIPU CN,-,,"16,251","$185,243",0.06%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL RETAIL REIT,-,CQR AU,-,,"58,415","$184,006",0.06%,
LISTED PROPERTY,-,-,-,-,"NEXPOINT RESIDENTIAL TRUST, INC.",-,NXRT US,-,,"2,712","$182,885",0.06%,
LISTED PROPERTY,-,-,-,-,BRANDYWINE REALTY TRUST,-,BDN US,-,,"20,156","$182,302",0.06%,
LISTED PROPERTY,-,-,-,-,CARMILA SA,-,CARM FP,-,,"6,792","$181,975",0.06%,
LISTED PROPERTY,-,-,-,-,"SAFEHOLD, INC.",-,SAFE US,-,,"6,096","$181,938",0.06%,
LISTED PROPERTY,-,-,-,-,"TOKYU REIT, INC.",-,8957 JP,-,,111,"$179,009",0.06%,
LISTED PROPERTY,-,-,-,-,CENTURIA INDUSTRIAL REIT,-,CIP AU,-,,"62,517","$176,298",0.06%,
LISTED PROPERTY,-,-,-,-,HYSAN DEVELOPMENT CO. LTD.,-,14 HK,-,,"71,123","$175,090",0.06%,
LISTED PROPERTY,-,-,-,-,STAR ASIA INVESTMENT CORP.,-,3468 JP,-,,330,"$174,930",0.06%,
LISTED PROPERTY,-,-,-,-,"PARAMOUNT GROUP, INC.",-,PGRE US,-,,"21,885","$174,614",0.06%,
LISTED PROPERTY,-,-,-,-,"JAPAN EXCELLENT, INC.",-,8987 JP,-,,146,"$173,912",0.06%,
LISTED PROPERTY,-,-,-,-,CIBUS NORDIC REAL ESTATE AB PUBL,-,CIBUS SS,-,,"6,736","$173,502",0.06%,
LISTED PROPERTY,-,-,-,-,PRECINCT PROPERTIES GROUP,-,PCT NZ,-,,"159,098","$169,876",0.06%,
LISTED PROPERTY,-,-,-,-,FUKUOKA REIT CORP.,-,8968 JP,-,,110,"$164,529",0.06%,
LISTED PROPERTY,-,-,-,-,ARENA REIT,-,ARF AU,-,,"42,192","$164,126",0.06%,
LISTED PROPERTY,-,-,-,-,WORKSPACE GROUP PLC,-,WKP LN,-,,"16,513","$164,002",0.06%,
LISTED PROPERTY,-,-,-,-,NIPPON REIT INVESTMENT CORP.,-,3296 JP,-,,209,"$163,163",0.06%,
LISTED PROPERTY,-,-,-,-,KIWI PROPERTY GROUP LTD.,-,KPG NZ,-,,"196,425","$159,965",0.06%,
LISTED PROPERTY,-,-,-,-,CA IMMOBILIEN ANLAGEN AG,-,CAI AV,-,,"4,066","$158,590",0.06%,
LISTED PROPERTY,-,-,-,-,ATRIUM LJUNGBERG AB,-,ATRLJB SS,-,,"5,308","$153,778",0.05%,
LISTED PROPERTY,-,-,-,-,ICADE,-,ICAD FP,-,,"3,966","$152,425",0.05%,
LISTED PROPERTY,-,-,-,-,INTERSHOP HOLDING AG,-,ISN SW,-,,657,"$148,715",0.05%,
LISTED PROPERTY,-,-,-,-,ARGAN SA,-,ARG FP,-,,"1,464","$148,180",0.05%,
LISTED PROPERTY,-,-,-,-,RETAIL ESTATES NV,-,RET BB,-,,"1,494","$148,129",0.05%,
LISTED PROPERTY,-,-,-,-,"HEIWA REAL ESTATE REIT, INC.",-,8966 JP,-,,119,"$146,429",0.05%,
LISTED PROPERTY,-,-,-,-,NP3 FASTIGHETER AB,-,NP3 SS,-,,"3,893","$142,258",0.05%,
LISTED PROPERTY,-,-,-,-,FORTUNE REAL ESTATE INVESTMENT TRUST,-,778 HK,-,,"170,696","$141,610",0.05%,
LISTED PROPERTY,-,-,-,-,"HOSHINO RESORTS REIT, INC.",-,3287 JP,-,,61,"$139,962",0.05%,
LISTED PROPERTY,-,-,-,-,ENTRA ASA,-,ENTRA NO,-,,"8,489","$139,561",0.05%,
LISTED PROPERTY,-,-,-,-,LENDLEASE GLOBAL COMMERCIAL REIT,-,LREIT SP,-,,"213,084","$138,752",0.05%,
LISTED PROPERTY,-,-,-,-,PARAGON REIT,-,PGNREIT SP,-,,"133,035","$138,603",0.05%,
LISTED PROPERTY,-,-,-,-,SITE CENTERS CORP.,-,SITC US,-,,"5,596","$138,204",0.05%,
LISTED PROPERTY,-,-,-,-,"SUMMIT HOTEL PROPERTIES, INC.",-,INN US,-,,"12,445","$137,689",0.05%,
LISTED PROPERTY,-,-,-,-,NORTHWEST HEALTHCARE PROPERTIES REAL ESTATE INVESTMENT TRUST,-,NWHU CN,-,,"26,964","$134,750",0.05%,
LISTED PROPERTY,-,-,-,-,"ARMADA HOFFLER PROPERTIES, INC.",-,AHH US,-,,"7,931","$131,035",0.05%,
LISTED PROPERTY,-,-,-,-,TARGET HEALTHCARE REIT PLC,-,THRL LN,-,,"75,146","$127,683",0.04%,
LISTED PROPERTY,-,-,-,-,GLOBAL ONE REAL ESTATE INVESTMENT CORP.,-,8958 JP,-,,124,"$126,117",0.04%,
LISTED PROPERTY,-,-,-,-,"STORAGEVAULT CANADA, INC.",-,SVI CN,-,,"27,908","$123,482",0.04%,
LISTED PROPERTY,-,-,-,-,PRS REIT PLC,-,PRSR LN,-,,"56,721","$123,454",0.04%,
LISTED PROPERTY,-,-,-,-,DIOS FASTIGHETER AB,-,DIOS SS,-,,"10,570","$122,365",0.04%,
LISTED PROPERTY,-,-,-,-,WERELDHAVE NV,-,WHA NA,-,,"5,273","$121,354",0.04%,
LISTED PROPERTY,-,-,-,-,EMPIRIC STUDENT PROPERTY PLC,-,ESP LN,-,,"71,522","$120,803",0.04%,
LISTED PROPERTY,-,-,-,-,ICHIGO OFFICE REIT INVESTMENT CORP.,-,8975 JP,-,,141,"$115,690",0.04%,
LISTED PROPERTY,-,-,-,-,URBAN LOGISTICS REIT PLC,-,SHED LN,-,,"55,549","$115,059",0.04%,
LISTED PROPERTY,-,-,-,-,AIMS APAC REIT,-,AAREIT SP,-,,"75,980","$112,443",0.04%,
LISTED PROPERTY,-,-,-,-,CDL HOSPITALITY TRUSTS,-,CDREIT SP,-,,"107,430","$109,383",0.04%,
LISTED PROPERTY,-,-,-,-,SK REITS CO. LTD.,-,395400 KS,-,,"21,772","$105,697",0.04%,
LISTED PROPERTY,-,-,-,-,CHAMPION REIT,-,2778 HK,-,,"293,300","$105,501",0.04%,
LISTED PROPERTY,-,-,-,-,CHARTER HALL SOCIAL INFRASTRUCTURE REIT,-,CQE AU,-,,"40,368","$103,745",0.04%,
LISTED PROPERTY,-,-,-,-,"CRE LOGISTICS REIT, INC.",-,3487 JP,-,,73,"$103,374",0.04%,
LISTED PROPERTY,-,-,-,-,DEXUS INDUSTRIA REIT,-,DXI AU,-,,"39,890","$102,518",0.04%,
LISTED PROPERTY,-,-,-,-,STARHILL GLOBAL REIT,-,SGREIT SP,-,,"171,116","$101,294",0.04%,
LISTED PROPERTY,-,-,-,-,"HANKYU HANSHIN REIT, INC.",-,8977 JP,-,,81,"$101,063",0.04%,
LISTED PROPERTY,-,-,-,-,DIGITAL CORE REIT MANAGEMENT PTE. LTD.,-,DCREIT SP,-,,"106,956","$100,193",0.03%,
LISTED PROPERTY,-,-,-,-,MIRAI CORP.,-,3476 JP,-,,227,"$95,146",0.03%,
LISTED PROPERTY,-,-,-,-,ARGOSY PROPERTY LTD.,-,ARG NZ,-,,"102,568","$92,811",0.03%,
LISTED PROPERTY,-,-,-,-,SAMHALLSBYGGNADSBOLAGET I NORDEN AB,-,SBBB SS,-,,"137,651","$91,158",0.03%,
LISTED PROPERTY,-,-,-,-,"SOSILA LOGISTICS REIT, INC.",-,2979 JP,-,,83,"$90,332",0.03%,
LISTED PROPERTY,-,-,-,-,ABACUS GROUP,-,ABG AU,-,,"79,954","$87,950",0.03%,
LISTED PROPERTY,-,-,-,-,CROMWELL EUROPEAN REAL ESTATE INVESTMENT TRUST,-,CERT SP,-,,"33,191","$87,706",0.03%,
LISTED PROPERTY,-,-,-,-,TAKARA LEBEN REAL ESTATE INVESTMENT CORP.,-,3492 JP,-,,92,"$82,176",0.03%,
LISTED PROPERTY,-,-,-,-,"ONE REIT, INC.",-,3290 JP,-,,35,"$81,655",0.03%,
LISTED PROPERTY,-,-,-,-,HAMBORNER REIT AG,-,HABA GR,-,,"7,659","$80,699",0.03%,
LISTED PROPERTY,-,-,-,-,STRIDE PROPERTY GROUP,-,SPG NZ,-,,"66,847","$79,239",0.03%,
LISTED PROPERTY,-,-,-,-,PICTON PROPERTY INCOME LTD.,-,PCTN LN,-,,"60,614","$78,470",0.03%,
LISTED PROPERTY,-,-,-,-,REGIONAL REIT LTD.,-,RGL LN,-,,"33,667","$78,452",0.03%,
LISTED PROPERTY,-,-,-,-,CUSTODIAN PROPERTY INCOME REIT PLC,-,CREI LN,-,,"49,711","$77,528",0.03%,
LISTED PROPERTY,-,-,-,-,NEWRIVER REIT PLC,-,NRR LN,-,,"51,882","$76,925",0.03%,
LISTED PROPERTY,-,-,-,-,FASTPARTNER AB,-,FPARA SS,-,,"7,994","$74,781",0.03%,
LISTED PROPERTY,-,-,-,-,NSI NV,-,NSI NA,-,,"2,254","$71,332",0.02%,
LISTED PROPERTY,-,-,-,-,ABACUS STORAGE KING,-,ASK AU,-,,"63,225","$71,128",0.02%,
LISTED PROPERTY,-,-,-,-,OUE REAL ESTATE INVESTMENT TRUST,-,OUEREIT SP,-,,"210,051","$70,876",0.02%,
LISTED PROPERTY,-,-,-,-,SHINHAN ALPHA REIT CO. LTD.,-,293940 KS,-,,"11,232","$69,501",0.02%,
LISTED PROPERTY,-,-,-,-,CARE PROPERTY INVEST NV,-,CPINV BB,-,,"3,628","$69,292",0.02%,
LISTED PROPERTY,-,-,-,-,FAR EAST HOSPITALITY TRUST,-,FEHT SP,-,,"95,238","$68,780",0.02%,
LISTED PROPERTY,-,-,-,-,CARE REIT PLC,-,CRT LN,-,,"40,438","$66,501",0.02%,
LISTED PROPERTY,-,-,-,-,PPHE HOTEL GROUP LTD.,-,PPH LN,-,,"2,302","$65,666",0.02%,
LISTED PROPERTY,-,-,-,-,PLATZER FASTIGHETER HOLDING AB,-,PLAZB SS,-,,"5,137","$64,354",0.02%,
LISTED PROPERTY,-,-,-,-,IRISH RESIDENTIAL PROPERTIES REIT PLC,-,IRES ID,-,,"40,636","$61,845",0.02%,
LISTED PROPERTY,-,-,-,-,CENTURIA OFFICE REIT,-,COF AU,-,,"56,182","$61,800",0.02%,
LISTED PROPERTY,-,-,-,-,STARTS PROCEED INVESTMENT CORP.,-,8979 JP,-,,35,"$61,703",0.02%,
LISTED PROPERTY,-,-,-,-,DEUTSCHE EUROSHOP AG,-,DEQ GR,-,,"1,960","$60,652",0.02%,
LISTED PROPERTY,-,-,-,-,SCHRODER REAL ESTATE INVESTMENT TRUST LTD.,-,SREI LN,-,,"58,910","$60,534",0.02%,
LISTED PROPERTY,-,-,-,-,COREM PROPERTY GROUP AB,-,COREB SS,-,,"61,128","$59,777",0.02%,
LISTED PROPERTY,-,-,-,-,PEACH PROPERTY GROUP AG,-,PEAN SW,-,,"3,663","$58,757",0.02%,
LISTED PROPERTY,-,-,-,-,LOTTE REIT CO. LTD.,-,330590 KS,-,,"17,208","$57,583",0.02%,
LISTED PROPERTY,-,-,-,-,ABRDN EUROPEAN LOGISTICS INCOME PLC,-,ASLI LN,-,,"48,111","$57,223",0.02%,
LISTED PROPERTY,-,-,-,-,SUNLIGHT REAL ESTATE INVESTMENT TRUST,-,435 HK,-,,"145,634","$56,321",0.02%,
LISTED PROPERTY,-,-,-,-,WAREHOUSE REIT PLC,-,WHR LN,-,,"35,378","$56,248",0.02%,
LISTED PROPERTY,-,-,-,-,CITYCON OYJ,-,CTY1S FH,-,,"10,444","$56,211",0.02%,
LISTED PROPERTY,-,-,-,-,HEALTHCO REIT,-,HCW AU,-,,"54,248","$55,333",0.02%,
LISTED PROPERTY,-,-,-,-,VASTNED RETAIL NV,-,VASTN NA,-,,"1,514","$54,184",0.02%,
LISTED PROPERTY,-,-,-,-,HOME INVEST BELGIUM SA,-,HOMI BB,-,,"1,882","$54,004",0.02%,
LISTED PROPERTY,-,-,-,-,AEW U.K. REIT PLC,-,AEWU LN,-,,"26,307","$53,426",0.02%,
LISTED PROPERTY,-,-,-,-,GROWTHPOINT PROPERTIES AUSTRALIA LTD.,-,GOZ AU,-,,"22,270","$53,002",0.02%,
LISTED PROPERTY,-,-,-,-,SOCIAL HOUSING REIT PLC,-,SOHO LN,-,,"43,556","$52,334",0.02%,
LISTED PROPERTY,-,-,-,-,SAMTY RESIDENTIAL INVESTMENT CORP.,-,3459 JP,-,,54,"$51,144",0.02%,
LISTED PROPERTY,-,-,-,-,JR GLOBAL REIT,-,348950 KS,-,,"16,678","$50,410",0.02%,
LISTED PROPERTY,-,-,-,-,ESR KENDALL SQUARE REIT CO. LTD.,-,365550 KS,-,,"10,583","$49,405",0.02%,
LISTED PROPERTY,-,-,-,-,HELICAL PLC,-,HLCL LN,-,,"13,942","$48,787",0.02%,
LISTED PROPERTY,-,-,-,-,HEALTH CARE & MEDICAL INVESTMENT CORP.,-,3455 JP,-,,43,"$47,448",0.02%,
LISTED PROPERTY,-,-,-,-,IMMOBILIARE GRANDE DISTRIBUZIONE SIIQ SPA,-,IGD IM,-,,"11,223","$46,926",0.02%,
LISTED PROPERTY,-,-,-,-,NEOBO FASTIGHETER AB,-,NEOBO SS,-,,"15,301","$46,857",0.02%,
LISTED PROPERTY,-,-,-,-,LOGISTEA AB,-,LOGIB SS,-,,"17,331","$41,648",0.01%,
LISTED PROPERTY,-,-,-,-,LIFE SCIENCE REIT PLC,-,LABS LN,-,,"50,305","$38,667",0.01%,
LISTED PROPERTY,-,-,-,-,CROMWELL PROPERTY GROUP,-,CMW AU,-,,"99,915","$37,968",0.01%,
LISTED PROPERTY,-,-,-,-,RESIDENTIAL SECURE INCOME PLC,-,RESI LN,-,,"28,607","$34,025",0.01%,
LISTED PROPERTY,-,-,-,-,ASCENCIO,-,ASCE BB,-,,422,"$33,348",0.01%,
LISTED PROPERTY,-,-,-,-,"SANKEI REAL ESTATE, INC.",-,2972 JP,-,,42,"$32,542",0.01%,
LISTED PROPERTY,-,-,-,-,PROSPERITY REIT,-,808 HK,-,,"92,799","$23,926",0.01%,
LISTED PROPERTY,-,-,-,-,CLS HOLDINGS PLC,-,CLI LN,-,,"10,755","$16,860",0.01%,
LISTED PROPERTY,-,-,-,-,ABRDN PROPERTY INCOME TRUST LTD.,-,API LN,-,,"41,713","$5,822",0.00%,
SUB TOTAL LISTED PROPERTY,,,,,,,,,,,"$303,384,853",105.45%,
SUB TOTAL UNLISTED PROPERTY INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED PROPERTY EXTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL LISTED INFRASTRUCTURE,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED INFRASTRUCTURE INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED INFRASTRUCTURE EXTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL LISTED ALTERNATIVES,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES INTERNALLY,,,,,,,,,,,$0,0.00%,
SUB TOTAL UNLISTED ALTERNATIVES EXTERNALLY,,,,,,,,,,,$0,0.00%,
TOTAL INVESTMENT ITEMS,,,,,,,,,,,"$305,661,305",106.24%,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 2 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCPROP] - DERIVATIVES - 2024-12-31,,,,,,,,,,,,,
KIND OF DERIVATIVE,VALUE,WEIGHTING,,,,,,,,,,,
SWAPS,$0.00,0.00%,,,,,,,,,,,
FORWARDS,"-$17,883,653.00",-6.22%,,,,,,,,,,,
FUTURES,"-$67,472.00",-0.02%,,,,,,,,,,,
OPTIONS,$0.00,0.00%,,,,,,,,,,,
OTHERS,$0.00,0.00%,,,,,,,,,,,
TOTAL,"-$17,951,125.00",-6.24%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 3 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCPROP] - DERIVATIVES BY ASSET CLASS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,ACTUAL ASSET ALLOCATION (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
CASH,-5%,-1%,,,,,,,,,,,
FIXED INCOME,0%,0%,,,,,,,,,,,
EQUITIES,0%,0%,,,,,,,,,,,
PROPERTY,105%,+1%,,,,,,,,,,,
INFRASTRUCTURE,0%,0%,,,,,,,,,,,
ALTERNATIVES,0%,0%,,,,,,,,,,,
TOTAL,100%,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
PHD SCHEDULE 8D TABLE 4 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCPROP] - DERIVATIVES BY CURRENCY - 2024-12-31,,,,,,,,,,,,,
CURRENCY EXPOSURE,ACTUAL CURRENCY EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),EFFECT OF DERIVATIVES EXPOSURE (% OF ASSETS (INCLUDING DERIVATIVES) IN THE INVESTMENT OPTION),,,,,,,,,,,
AUD,3%,+101%,,,,,,,,,,,
USD,72%,-75%,,,,,,,,,,,
CURRENCIES OF OTHER DEVELOPED MARKETS,21%,-22%,,,,,,,,,,,
CURRENCIES OF EMERGING MARKETS,4%,-4%,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
